2232040	0.0014	Body	29764, 	
2729419	0.0169	Body	1357, 	
2267791	0.0316	Body	1350, 1358, 1362, 	
2635122	0.0357	Body	681, 	
3199072	0.0500	Body	692, 	
130966	0.0180	Abstract	97, 	Body	1078, 	
2887806	0.0333	Body	893, 	
2254469	0.0200	Body	857, 858, 	
1794449	0.0159	Body	1890, 	
2572586	0.5323	Abstract	90, 	Body	357, 363, 614, 626, 629, 633, 641, 644, 648, 653, 657, 661, 666, 670, 674, 677, 681, 687, 690, 694, 697, 740, 741, 765, 766, 823, 824, 1134, 1135, 1715, 1730, 1742, 	
3782364	0.0154	Body	421, 	
2609891	0.0253	Body	2320, 2326, 	
1468413	0.0417	Body	594, 	
1976608	0.0113	Body	1351, 1635, 	
3337801	0.1351	Body	525, 710, 711, 714, 715, 721, 722, 723, 724, 922, 	
3444845	0.0294	Body	125, 	
3368296	0.0320	Body	1718, 1719, 1921, 1922, 	
2246105	0.0067	Body	1380, 	
2609891	0.0253	Body	2321, 2327, 	
2443793	0.0094	Body	305, 	
2729419	0.1186	Body	1360, 1700, 1724, 1732, 1768, 1781, 1799, 	
2267791	0.0737	Body	1326, 1332, 1402, 1420, 1426, 1471, 1490, 	
2729419	0.0169	Body	1782, 	
2729419	0.0678	Body	1388, 1708, 1716, 1792, 	
2267791	0.0105	Body	1409, 	
130966	0.0180	Body	1365, 1694, 	
2627179	0.0217	Body	877, 	
1794449	0.0317	Body	1777, 1793, 	
2609891	0.2025	Body	825, 836, 845, 1148, 1163, 1433, 1446, 1709, 1736, 1786, 1945, 2125, 2131, 2892, 3152, 3154, 	
3537269	0.0025	Body	11036, 21028, 	
3632172	0.0013	Body	19482, 	
1976608	0.0734	Body	1359, 1367, 1375, 1383, 1595, 2182, 2186, 2256, 2258, 2290, 2292, 2294, 2296, 	
3337801	0.0811	Abstract	95, 129, 	Body	836, 987, 1041, 1088, 	
3368296	0.0160	Body	1692, 1707, 	
2609891	0.0127	Body	717, 	
2267791	0.0105	Body	1393, 	
2567096	0.0133	Body	1199, 	
2609891	0.0380	Body	2072, 2877, 3146, 	
2567096	0.0133	Body	949, 	
2729419	0.0169	Body	1804, 	
2567096	0.0133	Body	958, 	
2609891	0.0506	Body	2163, 2408, 2888, 3149, 	
2267791	0.0105	Body	1430, 	
2567096	0.0133	Body	1045, 	
1794449	0.0159	Body	1825, 	
2609891	0.0253	Body	2118, 2221, 	
2567096	0.0267	Body	1070, 1080, 	
3337801	0.0135	Body	961, 	
2729419	0.0169	Body	1763, 	
2609891	0.0127	Body	2427, 	
2729419	0.0169	Body	432, 	
1794449	0.0159	Body	482, 	
2609891	0.0380	Body	2066, 2148, 2249, 	
3368296	0.0080	Body	1919, 	
1866702	0.0290	Abstract	97, 	Body	528, 	
3368296	0.0080	Body	1896, 	
2729419	0.0678	Body	1378, 1383, 1740, 1755, 	
2609891	0.0127	Body	2411, 	
3368296	0.0080	Body	1518, 	
2232040	0.0027	Body	9057, 22753, 	
2729419	0.0678	Body	1349, 1373, 1698, 1750, 	
2267791	0.0211	Body	1051, 1496, 	
3199072	0.0500	Body	172, 	
130966	0.0270	Body	1286, 1304, 1374, 	
2567096	0.0400	Body	878, 984, 1010, 	
1858696	0.0099	Body	2058, 	
2246105	0.0067	Body	761, 	
3537269	0.0013	Body	10998, 	
3632172	0.0013	Body	10085, 	
1976608	0.0339	Body	1298, 2166, 2169, 2172, 2184, 2378, 	
3337801	0.0405	Abstract	107, 120, 	Body	875, 	
3368296	0.0080	Body	1887, 	
2729419	0.0169	Body	1393, 	
2609891	0.0127	Body	2037, 	
2609891	0.0127	Body	2439, 	
2609891	0.0127	Body	1991, 	
2609891	0.0127	Body	2424, 	
3368296	0.0080	Body	1697, 	
3782364	0.0154	Body	963, 	
3782364	0.0154	Body	923, 	
2729419	0.0169	Body	1785, 	
2267791	0.0211	Body	1045, 1580, 	
2567096	0.0267	Body	1268, 1313, 	
1866702	0.0290	Abstract	104, 	Body	547, 	
2246105	0.0267	Body	918, 1156, 1298, 1455, 	
1976608	0.0339	Body	2163, 2175, 2203, 2206, 2366, 2383, 	
2609891	0.0127	Body	3153, 	
2729419	0.0339	Body	1776, 1794, 	
2267791	0.0211	Body	1558, 1576, 	
2567096	0.0267	Body	971, 1019, 	
1866702	0.0290	Abstract	90, 	Body	546, 	
2246105	0.0467	Body	766, 913, 1303, 1450, 1541, 1688, 1693, 	
3537269	0.0013	Body	11004, 	
3632172	0.0013	Body	10091, 	
1976608	0.0113	Body	2197, 3020, 	
2232040	0.0014	Body	25104, 	
2267791	0.0105	Body	1565, 	
130966	0.0090	Body	648, 	
2567096	0.0133	Body	1228, 	
2246105	0.0133	Body	1004, 1151, 	
1976608	0.0226	Body	2194, 2200, 2765, 3025, 	
3368296	0.0080	Body	1925, 	
2609891	0.0127	Body	2343, 	
1794449	0.0159	Body	1899, 	
2609891	0.0127	Body	2454, 	
2609891	0.0127	Body	1984, 	
3368296	0.0080	Body	1727, 	
2232040	0.0014	Body	11593, 	
2267791	0.0316	Body	851, 1028, 1039, 	
130966	0.0450	Body	611, 779, 945, 1256, 1382, 	
1858696	0.0495	Body	1540, 1875, 1930, 2119, 2257, 	
1866702	0.0290	Abstract	80, 	Body	509, 	
2246105	0.0067	Body	1536, 	
2572586	0.0323	Body	1388, 1778, 	
1976608	0.0847	Body	1305, 2149, 2152, 2154, 2156, 2188, 2218, 2220, 2222, 2224, 2254, 2260, 2990, 3013, 3030, 	
3368296	0.0080	Body	404, 	
3537269	0.0013	Body	5174, 	
3632172	0.0013	Body	4936, 	
2609891	0.0127	Body	2256, 	
2609891	0.0127	Body	1739, 	
1964547	0.0104	Body	3739, 	
2729419	0.0169	Body	1305, 	
130966	0.0090	Body	552, 	
2567096	0.0267	Body	879, 1227, 	
2609891	0.0380	Body	244, 1706, 2457, 	
2609891	0.0127	Body	2029, 	
2609891	0.0127	Body	1668, 	
1852545	0.0625	Body	230, 	
2246105	0.0267	Body	914, 999, 1152, 1451, 	
3337801	0.0135	Body	1560, 	
2609891	0.0127	Body	2409, 	
2609891	0.0127	Body	2412, 	
2609891	0.0127	Body	2394, 	
2729419	0.0169	Body	1736, 	
1794449	0.0159	Body	1964, 	
2246105	0.0200	Body	919, 1157, 1689, 	
3632172	0.0013	Body	10115, 	
2609891	0.0127	Body	755, 	
2609891	0.0127	Body	1665, 	
2609891	0.0127	Body	772, 	
2246105	0.0067	Body	3254, 	
2609891	0.0127	Body	2011, 	
3150839	0.0208	Body	27, 	
2729419	0.0169	Body	1297, 	
1794449	0.0159	Body	1981, 	
2246105	0.0067	Body	1456, 	
3337801	0.0135	Body	799, 	
2246105	0.0067	Body	3244, 	
2267791	0.0105	Body	322, 	
1858696	0.0792	Body	1533, 1865, 1887, 1919, 2164, 2243, 2266, 2283, 	
1866702	0.0290	Body	163, 591, 	
2246105	0.0400	Body	929, 934, 1466, 1471, 1542, 1543, 	
1964547	0.0104	Body	3541, 	
1976608	0.0113	Body	4100, 4104, 	
2246105	0.0067	Body	1694, 	
2627179	0.0217	Body	900, 	
2232040	0.0014	Body	8, 	
2232040	0.0014	Body	148, 	
2246105	0.0067	Body	3273, 	
2232040	0.0014	Body	325, 	
2232040	0.0014	Body	543, 	
3368296	0.0080	Body	1503, 	
2232040	0.0014	Body	701, 	
2232040	0.0014	Body	865, 	
2232040	0.0014	Body	994, 	
2246105	0.0067	Body	2760, 	
2232040	0.0014	Body	1143, 	
2232040	0.0014	Body	1307, 	
2729419	0.0169	Body	1704, 	
2246105	0.0333	Body	912, 917, 1449, 1454, 1687, 	
2232040	0.0014	Body	1526, 	
2232040	0.0014	Body	1662, 	
2232040	0.0014	Body	1834, 	
2232040	0.0014	Body	1965, 	
2232040	0.0014	Body	2120, 	
2232040	0.0014	Body	2224, 	
2232040	0.0014	Body	2416, 	
2609891	0.0127	Body	2458, 	
2232040	0.0014	Body	2563, 	
2246105	0.0067	Body	3202, 	
2609891	0.0127	Body	2401, 	
2609891	0.0127	Body	2442, 	
2267791	0.0105	Body	1495, 	
2729419	0.0339	Body	1712, 1806, 	
2246105	0.0133	Body	1150, 1155, 	
2246105	0.0067	Body	3221, 	
2609891	0.0127	Body	2455, 	
2246105	0.0133	Body	3192, 3206, 	
2246105	0.0067	Body	3216, 	
