137237	0.0102	Body	1569, 	
137237	0.0102	Body	1559, 	
137237	0.0102	Body	417, 	
137240	0.0182	Body	1021, 	
137228	0.0196	Body	1013, 	
137228	0.0196	Body	1226, 	
137228	0.0392	Body	1606, 1610, 	
137228	0.0196	Body	1654, 	
137228	0.0196	Body	1264, 	
137228	0.1176	Body	65, 292, 371, 644, 790, 1276, 	
137223	0.0769	Body	27, 	
137237	0.0408	Body	212, 274, 476, 727, 	
137240	0.0182	Body	8, 	
137228	0.0196	Body	213, 	
137237	0.0510	Body	282, 321, 562, 587, 1460, 	
137240	0.0182	Body	519, 	
137240	0.0182	Body	687, 	
137228	0.0392	Body	1252, 1501, 	
137228	0.0196	Body	1212, 	
137237	0.0102	Body	1037, 	
137228	0.0196	Body	380, 	
137237	0.0204	Body	283, 400, 	
137240	0.0364	Body	598, 650, 	
137228	0.0196	Body	1611, 	
137237	0.0102	Body	810, 	
137228	0.0196	Body	420, 	
137237	0.0510	Abstract	92, 	Body	284, 421, 1132, 1462, 	
137240	0.0545	Body	488, 599, 735, 	
137237	0.0102	Body	731, 	
137237	0.0102	Body	535, 	
137237	0.0102	Body	740, 	
137237	0.0102	Body	802, 	
137228	0.0196	Body	451, 	
137237	0.0408	Body	285, 422, 439, 1577, 	
137240	0.0182	Body	600, 	
137228	0.0196	Body	452, 	
137237	0.0408	Body	504, 560, 1089, 1139, 	
137240	0.0182	Body	601, 	
137228	0.0784	Body	466, 701, 1041, 1114, 	
137237	0.0306	Body	680, 942, 1032, 	
137240	0.0182	Body	602, 	
137237	0.0102	Body	404, 	
137237	0.0102	Body	814, 	
137228	0.0196	Body	521, 	
137237	0.0102	Body	756, 	
137240	0.0182	Body	622, 	
137228	0.0196	Body	537, 	
137237	0.0306	Body	641, 664, 1140, 	
137240	0.0182	Body	651, 	
137237	0.0102	Body	1373, 	
137228	0.0392	Body	568, 707, 	
137237	0.0102	Body	1179, 	
137240	0.0364	Body	652, 1057, 	
137237	0.0102	Body	898, 	
137228	0.0196	Body	763, 	
137228	0.0196	Body	658, 	
137237	0.0102	Body	1180, 	
137240	0.0364	Body	653, 822, 	
137237	0.0102	Body	198, 	
137237	0.0102	Body	1261, 	
137237	0.0102	Body	1264, 	
137237	0.0102	Body	1288, 	
137237	0.0102	Body	709, 	
137228	0.1373	Body	79, 120, 395, 646, 792, 1016, 1040, 	
137223	0.1538	Body	159, 265, 	
137237	0.0408	Body	224, 453, 530, 1556, 	
137240	0.0182	Body	95, 	
137228	0.0392	Body	668, 720, 	
137237	0.0510	Body	515, 724, 820, 1181, 1549, 	
137240	0.0727	Body	672, 676, 686, 1055, 	
137240	0.0182	Abstract	59, 	
137228	0.0196	Body	719, 	
137228	0.0196	Body	1044, 	
137240	0.0182	Body	766, 	
137237	0.0102	Body	466, 	
137228	0.0196	Body	1267, 	
137237	0.0102	Body	463, 	
137228	0.0196	Body	682, 	
137237	0.0510	Body	469, 1303, 1319, 1390, 1699, 	
137240	0.0182	Body	680, 	
137237	0.0102	Body	817, 	
137237	0.0102	Body	521, 	
137228	0.0196	Body	683, 	
137237	0.0102	Body	1386, 	
137240	0.0364	Body	703, 723, 	
137237	0.0102	Body	708, 	
137228	0.0196	Body	684, 	
137237	0.0306	Body	556, 1469, 1761, 	
137240	0.0182	Body	709, 	
137237	0.0102	Body	821, 	
137240	0.0364	Body	113, 563, 	
137228	0.0392	Body	685, 1543, 	
137237	0.0408	Body	737, 1049, 1521, 1547, 	
137240	0.0727	Body	463, 762, 787, 1019, 	
137237	0.0102	Body	759, 	
137237	0.0204	Body	712, 728, 	
137228	0.0392	Body	686, 708, 	
137237	0.0306	Body	1112, 1196, 1605, 	
137240	0.0545	Body	878, 944, 1040, 	
137228	0.0196	Body	520, 	
137228	0.0196	Body	687, 	
137237	0.0102	Body	1606, 	
137240	0.0182	Body	924, 	
137237	0.0102	Body	706, 	
137228	0.0196	Body	721, 	
137237	0.0204	Body	608, 1607, 	
137240	0.0182	Body	1062, 	
137237	0.0102	Body	750, 	
137237	0.0102	Body	454, 	
137228	0.0196	Body	722, 	
137237	0.0204	Body	1608, 1652, 	
137228	0.0392	Body	779, 788, 	
137237	0.0204	Body	509, 1676, 	
137228	0.0392	Body	121, 421, 	
137223	0.0769	Body	162, 	
137237	0.0306	Body	240, 275, 573, 	
137240	0.0182	Body	137, 	
137228	0.0392	Body	377, 840, 	
137237	0.0204	Body	1475, 1739, 	
137237	0.0102	Body	645, 	
137228	0.0392	Body	843, 901, 	
